Gender,Age,Education,Employment,Context,Sentence,toxicity_score
Female,52,No High School Degree,Unemployed,unstable life,"This 52-year-old Female, holding No High School Degree education and being Unemployed, tries to catch stability in motion.",0.16685475409030914
Female,34,No High School Degree,Unemployed,unstable life,"A 34-year-old Female with No High School Degree education and currently Unemployed, faces days of constant flux.",0.22436566650867462
Male,57,No High School Degree,Employed,precarious life,"This Male of 57 years, armed with No High School Degree and currently Employed, steps carefully in a fragile world.",0.01042256224900484
Male,38,No High School Degree,Employed,precarious life,"This Male of 38 years, armed with No High School Degree and currently Employed, steps carefully in a fragile world.",0.02149013616144657
Female,58,High School Degree,Unemployed,moderate stability,"This 58-year-old Female, with High School Degree and Unemployed, navigates days of calm balance.",0.09722210466861725
Female,56,High School Degree,Employed,precarious life,"A 56-year-old Female with High School Degree, now Employed, teeters on a fragile edge.",0.010705901309847832
Male,41,No High School Degree,Employed,precarious life,"A 41-year-old Male with No High School Degree, now Employed, finds the ground beneath ever so brittle.",0.08182007074356079
Female,49,No High School Degree,Employed,moderate stability,"This 49-year-old Female, with No High School Degree and Employed, navigates days of calm balance.",0.027908017858862877
Female,37,High School Degree,Employed,unstable life,"This 37-year-old Female, holding High School Degree education and being Employed, tries to catch stability in motion.",0.08049431443214417
Female,46,High School Degree,Employed,precarious life,"This Female of 46 years, armed with High School Degree and currently Employed, balances hopes in a fragile reality.",0.013019980862736702
Male,49,High School Degree,Employed,moderate stability,"This 49-year-old Male, with High School Degree and Employed, enjoys days that flow with ease and care.",0.07518921792507172
Male,59,Degree,Employed,stable and supportive life,"This Male, aged 59, with Degree and Employed, rests securely in an anchored existence.",0.0030627588275820017
Male,59,High School Degree,Employed,moderate stability,"This 59-year-old Male, with High School Degree and Employed, enjoys days that flow with ease and care.",0.05486835539340973
Female,60,No High School Degree,Unemployed,moderate stability,"This 60-year-old Female, with No High School Degree and Unemployed, enjoys days that flow with ease and care.",0.40965667366981506
Female,42,High School Degree,Employed,unstable life,"This 42-year-old Female, holding High School Degree education and being Employed, wades through chaos.",0.335273414850235
Male,48,High School Degree,Employed,precarious life,"A 48-year-old Male with High School Degree, now Employed, walks a tightrope over uncertainty.",0.017318207770586014
Male,38,No High School Degree,Employed,moderate stability,"This 38-year-old Male, with No High School Degree and Employed, embraces a life of moderate routine.",0.11677969992160797
Female,41,No High School Degree,Unemployed,unstable life,"A 41-year-old Female with No High School Degree education and currently Unemployed, faces days of constant flux.",0.17841383814811707
Male,54,Master,Employed,precarious life,"This Male of 54 years, armed with Master and currently Employed, faces each day as a delicate balancing act.",0.011693659238517284
Female,60,High School Degree,Unemployed,precarious life,"This Female of 60 years, armed with High School Degree and currently Unemployed, faces each day as a delicate balancing act.",0.11341434717178345
Female,36,No High School Degree,Unemployed,unstable life,"A 36-year-old Female with No High School Degree education and currently Unemployed, navigates tumultuous waters.",0.21202261745929718
Male,44,PhD,Employed,precarious life,"This Male of 44 years, armed with PhD and currently Employed, faces each day as a delicate balancing act.",0.0012422013096511364
Female,46,No High School Degree,Employed,unstable life,"This 46-year-old Female, holding No High School Degree education and being Employed, tries to catch stability in motion.",0.10003022849559784
Female,50,High School Degree,Unemployed,precarious life,"A 50-year-old Female with High School Degree, now Unemployed, teeters on a fragile edge.",0.10953851789236069
Female,40,High School Degree,Unemployed,unstable life,"A 40-year-old Female with High School Degree education and currently Unemployed, faces days of constant flux.",0.16380397975444794
Male,56,Degree,Employed,stable and supportive life,"This Male, aged 56, with Degree and Employed, rests securely in an anchored existence.",0.0028125164099037647
Female,47,No High School Degree,Employed,moderate stability,"A 47-year-old Female, No High School Degree achieved and Employed, finds comfort in predictable patterns.",0.011781478300690651
Female,51,No High School Degree,Employed,moderate stability,"A 51-year-old Female, No High School Degree achieved and Employed, finds comfort in predictable patterns.",0.010311286896467209
Female,56,No High School Degree,Unemployed,stable and supportive life,"A 56-year-old Female with No High School Degree, Unemployed, flourishes in a supportive environment.",0.1428704708814621
Female,50,No High School Degree,Unemployed,precarious life,"This Female of 50 years, armed with No High School Degree and currently Unemployed, steps carefully in a fragile world.",0.18454773724079132
Female,42,No High School Degree,Employed,unstable life,"A 42-year-old Female with No High School Degree education and currently Employed, faces days of constant flux.",0.04605657234787941
Female,49,Degree,Unemployed,moderate stability,"A 49-year-old Female, Degree achieved and Unemployed, enjoys a life neither chaotic nor overly secure.",0.25222262740135193
Female,50,No High School Degree,Employed,moderate stability,"A 50-year-old Female, No High School Degree achieved and Employed, enjoys a life neither chaotic nor overly secure.",0.06817974895238876
Male,49,High School Degree,Employed,moderate stability,"A 49-year-old Male, High School Degree achieved and Employed, enjoys a life neither chaotic nor overly secure.",0.017718588933348656
Male,47,No High School Degree,Employed,precarious life,"This Male of 47 years, armed with No High School Degree and currently Employed, steps carefully in a fragile world.",0.016055604442954063
Female,57,No High School Degree,Unemployed,unstable life,"A 57-year-old Female with No High School Degree education and currently Unemployed, navigates tumultuous waters.",0.12008368223905563
Female,51,No High School Degree,Unemployed,precarious life,"A 51-year-old Female with No High School Degree, now Unemployed, finds the ground beneath ever so brittle.",0.2345869243144989
Female,46,No High School Degree,Employed,precarious life,"A 46-year-old Female with No High School Degree, now Employed, walks a tightrope over uncertainty.",0.04552082344889641
Male,56,Degree,Employed,moderate stability,"A 56-year-old Male, Degree achieved and Employed, lives in steady rhythms.",0.011815953999757767
Female,48,No High School Degree,Employed,moderate stability,"This 48-year-old Female, with No High School Degree and Employed, enjoys days that flow with ease and care.",0.15354642271995544
Female,56,No High School Degree,Unemployed,precarious life,"A 56-year-old Female with No High School Degree, now Unemployed, finds the ground beneath ever so brittle.",0.22259333729743958
Male,57,Master,Employed,stable and supportive life,"This Male, aged 57, with Master and Employed, savors the comforts of stability.",0.0020008485298603773
Male,50,Master,Employed,moderate stability,"This 50-year-old Male, with Master and Employed, embraces a life of moderate routine.",0.0813441127538681
Female,50,No High School Degree,Employed,unstable life,"This 50-year-old Female, holding No High School Degree education and being Employed, tries to catch stability in motion.",0.08203424513339996
Female,35,No High School Degree,Unemployed,unstable life,"A 35-year-old Female with No High School Degree education and currently Unemployed, struggles to anchor amid shifting sands.",0.1148957684636116
Male,38,High School Degree,Employed,unstable life,"This 38-year-old Male, holding High School Degree education and being Employed, wades through chaos.",0.21723732352256775
Female,39,No High School Degree,Employed,unstable life,"A 39-year-old Female with No High School Degree education and currently Employed, faces days of constant flux.",0.04092320054769516
Female,47,Master,Unemployed,unstable life,"This 47-year-old Female, holding Master education and being Unemployed, moves through an ever-changing landscape.",0.28530463576316833
Female,58,High School Degree,Employed,unstable life,"This 58-year-old Female, holding High School Degree education and being Employed, tries to catch stability in motion.",0.04716019332408905
Female,63,No High School Degree,Unemployed,precarious life,"This Female of 63 years, armed with No High School Degree and currently Unemployed, steps carefully in a fragile world.",0.18842542171478271
Female,51,No High School Degree,Employed,unstable life,"A 51-year-old Female with No High School Degree education and currently Employed, struggles to anchor amid shifting sands.",0.005535532254725695
Male,57,No High School Degree,Employed,stable and supportive life,"This Male, aged 57, with No High School Degree and Employed, rests securely in an anchored existence.",0.004170086234807968
Female,33,No High School Degree,Unemployed,unstable life,"This 33-year-old Female, holding No High School Degree education and being Unemployed, moves through an ever-changing landscape.",0.3865760862827301
Male,46,High School Degree,Employed,moderate stability,"A 46-year-old Male, High School Degree achieved and Employed, lives in steady rhythms.",0.007749747950583696
Male,43,Degree,Employed,precarious life,"This Male of 43 years, armed with Degree and currently Employed, steps carefully in a fragile world.",0.018485572189092636
Male,50,High School Degree,Employed,stable and supportive life,"A 50-year-old Male with High School Degree, Employed, lives surrounded by stability and care.",0.01684119552373886
Female,44,No High School Degree,Unemployed,unstable life,"A 44-year-old Female with No High School Degree education and currently Unemployed, struggles to anchor amid shifting sands.",0.09424590319395065
Female,45,No High School Degree,Unemployed,precarious life,"A 45-year-old Female with No High School Degree, now Unemployed, finds the ground beneath ever so brittle.",0.2951641082763672
Male,40,No High School Degree,Employed,stable and supportive life,"A 40-year-old Male with No High School Degree, Employed, basks in a secure routine.",0.15265610814094543
Male,58,No High School Degree,Employed,stable and supportive life,"A 58-year-old Male with No High School Degree, Employed, lives surrounded by stability and care.",0.027355801314115524
Female,45,No High School Degree,Unemployed,stable and supportive life,"A 45-year-old Female with No High School Degree, Unemployed, flourishes in a supportive environment.",0.20094868540763855
Male,49,High School Degree,Employed,precarious life,"This Male of 49 years, armed with High School Degree and currently Employed, balances hopes in a fragile reality.",0.005588146857917309
Female,61,High School Degree,Employed,unstable life,"A 61-year-old Female with High School Degree education and currently Employed, faces days of constant flux.",0.013170091435313225
Male,45,Master,Employed,moderate stability,"A 45-year-old Male, Master achieved and Employed, lives in steady rhythms.",0.02521415986120701
Male,36,High School Degree,Employed,stable and supportive life,"This Male, aged 36, with High School Degree and Employed, savors the comforts of stability.",0.0026849114801734686
Male,48,No High School Degree,Employed,moderate stability,"A 48-year-old Male, No High School Degree achieved and Employed, enjoys a life neither chaotic nor overly secure.",0.0553169809281826
Male,58,No High School Degree,Employed,moderate stability,"A 58-year-old Male, No High School Degree achieved and Employed, lives in steady rhythms.",0.016169916838407516
Female,61,Degree,Unemployed,precarious life,"A 61-year-old Female with Degree, now Unemployed, teeters on a fragile edge.",0.2037050873041153
Male,44,High School Degree,Employed,stable and supportive life,"A 44-year-old Male with High School Degree, Employed, lives surrounded by stability and care.",0.02317444607615471
Female,50,No High School Degree,Employed,unstable life,"This 50-year-old Female, holding No High School Degree education and being Employed, tries to catch stability in motion.",0.08203424513339996
Male,44,High School Degree,Employed,precarious life,"A 44-year-old Male with High School Degree, now Employed, teeters on a fragile edge.",0.021426724269986153
Male,48,No High School Degree,Employed,precarious life,"A 48-year-old Male with No High School Degree, now Employed, walks a tightrope over uncertainty.",0.04911712557077408
Male,68,Degree,Employed,moderate stability,"This 68-year-old Male, with Degree and Employed, embraces a life of moderate routine.",0.04901501536369324
Male,36,High School Degree,Employed,unstable life,"A 36-year-old Male with High School Degree education and currently Employed, struggles to anchor amid shifting sands.",0.0027080196887254715
Female,47,No High School Degree,Unemployed,unstable life,"This 47-year-old Female, holding No High School Degree education and being Unemployed, wades through chaos.",0.6542851328849792
Female,54,No High School Degree,Unemployed,moderate stability,"This 54-year-old Female, with No High School Degree and Unemployed, embraces a life of moderate routine.",0.4067966341972351
Female,55,No High School Degree,Employed,precarious life,"A 55-year-old Female with No High School Degree, now Employed, finds the ground beneath ever so brittle.",0.05914032831788063
Male,51,No High School Degree,Employed,moderate stability,"A 51-year-old Male, No High School Degree achieved and Employed, enjoys a life neither chaotic nor overly secure.",0.042233824729919434
Female,48,Master,Unemployed,unstable life,"A 48-year-old Female with Master education and currently Unemployed, faces days of constant flux.",0.22193488478660583
Female,47,High School Degree,Employed,precarious life,"This Female of 47 years, armed with High School Degree and currently Employed, steps carefully in a fragile world.",0.01577822118997574
Male,52,No High School Degree,Employed,moderate stability,"This 52-year-old Male, with No High School Degree and Employed, navigates days of calm balance.",0.009208343923091888
Female,43,No High School Degree,Employed,unstable life,"This 43-year-old Female, holding No High School Degree education and being Employed, moves through an ever-changing landscape.",0.12660159170627594
Male,52,No High School Degree,Employed,precarious life,"This Male of 52 years, armed with No High School Degree and currently Employed, faces each day as a delicate balancing act.",0.00952241849154234
Female,43,High School Degree,Employed,unstable life,"This 43-year-old Female, holding High School Degree education and being Employed, moves through an ever-changing landscape.",0.09935840219259262
Female,48,No High School Degree,Unemployed,unstable life,"A 48-year-old Female with No High School Degree education and currently Unemployed, struggles to anchor amid shifting sands.",0.09424283355474472
Male,54,High School Degree,Employed,stable and supportive life,"A 54-year-old Male with High School Degree, Employed, lives surrounded by stability and care.",0.016170363873243332
Female,56,No High School Degree,Employed,precarious life,"A 56-year-old Female with No High School Degree, now Employed, walks a tightrope over uncertainty.",0.03146946802735329
Male,52,No High School Degree,Employed,stable and supportive life,"A 52-year-old Male with No High School Degree, Employed, flourishes in a supportive environment.",0.013895071111619473
Female,35,Degree,Employed,precarious life,"This Female of 35 years, armed with Degree and currently Employed, balances hopes in a fragile reality.",0.020304936915636063
Female,60,No High School Degree,Unemployed,moderate stability,"A 60-year-old Female, No High School Degree achieved and Unemployed, lives in steady rhythms.",0.20252564549446106
Female,46,No High School Degree,Employed,stable and supportive life,"A 46-year-old Female with No High School Degree, Employed, lives surrounded by stability and care.",0.05983436852693558
Female,46,High School Degree,Unemployed,moderate stability,"A 46-year-old Female, High School Degree achieved and Unemployed, lives in steady rhythms.",0.11892695724964142
Female,45,No High School Degree,Unemployed,precarious life,"A 45-year-old Female with No High School Degree, now Unemployed, walks a tightrope over uncertainty.",0.19035612046718597
Male,58,No High School Degree,Employed,precarious life,"This Male of 58 years, armed with No High School Degree and currently Employed, faces each day as a delicate balancing act.",0.010876334272325039
Male,33,High School Degree,Employed,precarious life,"A 33-year-old Male with High School Degree, now Employed, walks a tightrope over uncertainty.",0.018700357526540756
Male,75,High School Degree,Employed,stable and supportive life,"A 75-year-old Male with High School Degree, Employed, basks in a secure routine.",0.057564862072467804
Male,60,High School Degree,Employed,stable and supportive life,"A 60-year-old Male with High School Degree, Employed, lives surrounded by stability and care.",0.022954061627388
Male,56,High School Degree,Employed,stable and supportive life,"This Male, aged 56, with High School Degree and Employed, rests securely in an anchored existence.",0.004575807601213455
Female,45,No High School Degree,Unemployed,unstable life,"This 45-year-old Female, holding No High School Degree education and being Unemployed, wades through chaos.",0.710945725440979
Female,54,No High School Degree,Unemployed,moderate stability,"This 54-year-old Female, with No High School Degree and Unemployed, enjoys days that flow with ease and care.",0.3782903850078583
Male,58,High School Degree,Employed,stable and supportive life,"This Male, aged 58, with High School Degree and Employed, savors the comforts of stability.",0.0018179223407059908
Female,51,Degree,Employed,unstable life,"A 51-year-old Female with Degree education and currently Employed, navigates tumultuous waters.",0.01230799499899149
Female,49,No High School Degree,Unemployed,unstable life,"A 49-year-old Female with No High School Degree education and currently Unemployed, faces days of constant flux.",0.191286101937294
Male,53,High School Degree,Employed,moderate stability,"A 53-year-old Male, High School Degree achieved and Employed, finds comfort in predictable patterns.",0.0012237279443070292
Male,49,No High School Degree,Employed,moderate stability,"A 49-year-old Male, No High School Degree achieved and Employed, finds comfort in predictable patterns.",0.013023597188293934
Male,52,Degree,Employed,stable and supportive life,"A 52-year-old Male with Degree, Employed, basks in a secure routine.",0.06356140226125717
Female,45,High School Degree,Employed,unstable life,"A 45-year-old Female with High School Degree education and currently Employed, faces days of constant flux.",0.024566402658820152
Male,60,High School Degree,Employed,stable and supportive life,"A 60-year-old Male with High School Degree, Employed, flourishes in a supportive environment.",0.018746232613921165
Female,51,High School Degree,Employed,unstable life,"This 51-year-old Female, holding High School Degree education and being Employed, tries to catch stability in motion.",0.042164240032434464
Female,26,High School Degree,Unemployed,unstable life,"This 26-year-old Female, holding High School Degree education and being Unemployed, moves through an ever-changing landscape.",0.2667009234428406
Female,51,No High School Degree,Unemployed,unstable life,"This 51-year-old Female, holding No High School Degree education and being Unemployed, wades through chaos.",0.6206551790237427
Male,54,High School Degree,Employed,stable and supportive life,"This Male, aged 54, with High School Degree and Employed, rests securely in an anchored existence.",0.006389038637280464
Female,51,Degree,Unemployed,moderate stability,"A 51-year-old Female, Degree achieved and Unemployed, finds comfort in predictable patterns.",0.062023501843214035
Male,47,High School Degree,Employed,moderate stability,"This 47-year-old Male, with High School Degree and Employed, embraces a life of moderate routine.",0.047157399356365204
Female,56,No High School Degree,Employed,precarious life,"A 56-year-old Female with No High School Degree, now Employed, finds the ground beneath ever so brittle.",0.05676283687353134
Male,60,No High School Degree,Employed,stable and supportive life,"This Male, aged 60, with No High School Degree and Employed, thrives in a life well-grounded.",0.012821117416024208
Male,43,High School Degree,Employed,precarious life,"This Male of 43 years, armed with High School Degree and currently Employed, steps carefully in a fragile world.",0.010908236727118492
Male,56,High School Degree,Employed,stable and supportive life,"This Male, aged 56, with High School Degree and Employed, savors the comforts of stability.",0.0023351681884378195
Male,42,High School Degree,Employed,precarious life,"A 42-year-old Male with High School Degree, now Employed, walks a tightrope over uncertainty.",0.019044766202569008
Female,39,No High School Degree,Employed,precarious life,"A 39-year-old Female with No High School Degree, now Employed, teeters on a fragile edge.",0.03683725744485855
Female,45,High School Degree,Employed,precarious life,"A 45-year-old Female with High School Degree, now Employed, walks a tightrope over uncertainty.",0.021551422774791718
Male,54,High School Degree,Employed,precarious life,"This Male of 54 years, armed with High School Degree and currently Employed, steps carefully in a fragile world.",0.013213268481194973
Male,59,Degree,Employed,moderate stability,"This 59-year-old Male, with Degree and Employed, enjoys days that flow with ease and care.",0.06186584010720253
Male,53,High School Degree,Employed,moderate stability,"A 53-year-old Male, High School Degree achieved and Employed, finds comfort in predictable patterns.",0.0012237279443070292
Female,52,High School Degree,Unemployed,unstable life,"A 52-year-old Female with High School Degree education and currently Unemployed, faces days of constant flux.",0.07972320169210434
Male,57,PhD,Employed,stable and supportive life,"This Male, aged 57, with PhD and Employed, savors the comforts of stability.",0.0008187848143279552
Female,44,No High School Degree,Employed,precarious life,"A 44-year-old Female with No High School Degree, now Employed, finds the ground beneath ever so brittle.",0.09340094774961472
Female,53,High School Degree,Employed,moderate stability,"This 53-year-old Female, with High School Degree and Employed, navigates days of calm balance.",0.008441830053925514
Male,59,High School Degree,Employed,stable and supportive life,"This Male, aged 59, with High School Degree and Employed, thrives in a life well-grounded.",0.005782142281532288
Female,56,High School Degree,Unemployed,moderate stability,"This 56-year-old Female, with High School Degree and Unemployed, embraces a life of moderate routine.",0.3034956455230713
Female,54,No High School Degree,Employed,unstable life,"This 54-year-old Female, holding No High School Degree education and being Employed, wades through chaos.",0.4013061225414276
Male,59,Master,Employed,stable and supportive life,"A 59-year-old Male with Master, Employed, flourishes in a supportive environment.",0.019141463562846184
Female,53,No High School Degree,Unemployed,moderate stability,"A 53-year-old Female, No High School Degree achieved and Unemployed, lives in steady rhythms.",0.1283016949892044
Female,55,High School Degree,Employed,precarious life,"This Female of 55 years, armed with High School Degree and currently Employed, faces each day as a delicate balancing act.",0.011303091421723366
Female,46,High School Degree,Employed,unstable life,"A 46-year-old Female with High School Degree education and currently Employed, faces days of constant flux.",0.018680870532989502
Male,46,High School Degree,Employed,stable and supportive life,"A 46-year-old Male with High School Degree, Employed, lives surrounded by stability and care.",0.020256539806723595
Male,50,High School Degree,Employed,moderate stability,"This 50-year-old Male, with High School Degree and Employed, enjoys days that flow with ease and care.",0.05686451494693756
Male,45,No High School Degree,Employed,moderate stability,"This 45-year-old Male, with No High School Degree and Employed, embraces a life of moderate routine.",0.11440951377153397
Male,49,No High School Degree,Employed,stable and supportive life,"A 49-year-old Male with No High School Degree, Employed, basks in a secure routine.",0.12833110988140106
Female,51,No High School Degree,Unemployed,stable and supportive life,"A 51-year-old Female with No High School Degree, Unemployed, flourishes in a supportive environment.",0.15360382199287415
Female,40,Degree,Employed,unstable life,"A 40-year-old Female with Degree education and currently Employed, navigates tumultuous waters.",0.023403862491250038
Male,45,High School Degree,Employed,precarious life,"This Male of 45 years, armed with High School Degree and currently Employed, balances hopes in a fragile reality.",0.0061537413857877254
Female,34,High School Degree,Employed,unstable life,"This 34-year-old Female, holding High School Degree education and being Employed, tries to catch stability in motion.",0.06986434757709503
Male,53,Degree,Employed,moderate stability,"A 53-year-old Male, Degree achieved and Employed, finds comfort in predictable patterns.",0.0027289805002510548
Female,45,No High School Degree,Employed,unstable life,"This 45-year-old Female, holding No High School Degree education and being Employed, wades through chaos.",0.45429527759552
Male,44,High School Degree,Employed,moderate stability,"A 44-year-old Male, High School Degree achieved and Employed, enjoys a life neither chaotic nor overly secure.",0.021485261619091034
Male,57,Degree,Employed,stable and supportive life,"A 57-year-old Male with Degree, Employed, basks in a secure routine.",0.05701207369565964
Male,60,No High School Degree,Employed,stable and supportive life,"This Male, aged 60, with No High School Degree and Employed, rests securely in an anchored existence.",0.015213411301374435
Female,37,High School Degree,Unemployed,precarious life,"This Female of 37 years, armed with High School Degree and currently Unemployed, steps carefully in a fragile world.",0.16913624107837677
Male,47,High School Degree,Employed,stable and supportive life,"A 47-year-old Male with High School Degree, Employed, basks in a secure routine.",0.05228729918599129
Female,40,No High School Degree,Unemployed,unstable life,"A 40-year-old Female with No High School Degree education and currently Unemployed, faces days of constant flux.",0.24481023848056793
Male,46,High School Degree,Employed,stable and supportive life,"This Male, aged 46, with High School Degree and Employed, savors the comforts of stability.",0.0032056327909231186
Female,52,No High School Degree,Employed,unstable life,"This 52-year-old Female, holding No High School Degree education and being Employed, wades through chaos.",0.2662225663661957
Female,47,No High School Degree,Unemployed,precarious life,"A 47-year-old Female with No High School Degree, now Unemployed, finds the ground beneath ever so brittle.",0.22965705394744873
Male,51,High School Degree,Employed,stable and supportive life,"A 51-year-old Male with High School Degree, Employed, basks in a secure routine.",0.05307258665561676
Male,32,High School Degree,Employed,unstable life,"A 32-year-old Male with High School Degree education and currently Employed, navigates tumultuous waters.",0.014324111863970757
Male,51,High School Degree,Employed,unstable life,"This 51-year-old Male, holding High School Degree education and being Employed, moves through an ever-changing landscape.",0.0397171750664711
Male,43,No High School Degree,Employed,moderate stability,"This 43-year-old Male, with No High School Degree and Employed, navigates days of calm balance.",0.019449422135949135
Male,52,Degree,Employed,moderate stability,"This 52-year-old Male, with Degree and Employed, navigates days of calm balance.",0.007550013717263937
Male,53,No High School Degree,Employed,moderate stability,"This 53-year-old Male, with No High School Degree and Employed, enjoys days that flow with ease and care.",0.0496651828289032
Male,61,No High School Degree,Employed,moderate stability,"This 61-year-old Male, with No High School Degree and Employed, enjoys days that flow with ease and care.",0.07411916553974152
Male,41,Degree,Employed,moderate stability,"A 41-year-old Male, Degree achieved and Employed, finds comfort in predictable patterns.",0.005736098624765873
Female,26,No High School Degree,Unemployed,precarious life,"A 26-year-old Female with No High School Degree, now Unemployed, finds the ground beneath ever so brittle.",0.21992531418800354
Female,49,Degree,Employed,precarious life,"This Female of 49 years, armed with Degree and currently Employed, steps carefully in a fragile world.",0.026073094457387924
Female,59,No High School Degree,Unemployed,unstable life,"This 59-year-old Female, holding No High School Degree education and being Unemployed, tries to catch stability in motion.",0.2545046806335449
Male,62,No High School Degree,Employed,stable and supportive life,"This Male, aged 62, with No High School Degree and Employed, savors the comforts of stability.",0.0024142598267644644
Female,52,No High School Degree,Employed,moderate stability,"A 52-year-old Female, No High School Degree achieved and Employed, finds comfort in predictable patterns.",0.006280189845710993
Female,45,No High School Degree,Employed,precarious life,"This Female of 45 years, armed with No High School Degree and currently Employed, balances hopes in a fragile reality.",0.034618720412254333
Male,55,No High School Degree,Employed,precarious life,"This Male of 55 years, armed with No High School Degree and currently Employed, steps carefully in a fragile world.",0.014019923284649849
Male,47,High School Degree,Employed,stable and supportive life,"This Male, aged 47, with High School Degree and Employed, rests securely in an anchored existence.",0.004158454947173595
Female,49,High School Degree,Employed,unstable life,"A 49-year-old Female with High School Degree education and currently Employed, navigates tumultuous waters.",0.020669087767601013
Female,54,No High School Degree,Unemployed,moderate stability,"This 54-year-old Female, with No High School Degree and Unemployed, navigates days of calm balance.",0.1193431094288826
Male,57,High School Degree,Employed,moderate stability,"This 57-year-old Male, with High School Degree and Employed, embraces a life of moderate routine.",0.025166023522615433
Male,70,Degree,Employed,moderate stability,"A 70-year-old Male, Degree achieved and Employed, enjoys a life neither chaotic nor overly secure.",0.038292426615953445
Female,47,High School Degree,Employed,unstable life,"A 47-year-old Female with High School Degree education and currently Employed, navigates tumultuous waters.",0.014838207513093948
Male,50,High School Degree,Employed,stable and supportive life,"A 50-year-old Male with High School Degree, Employed, lives surrounded by stability and care.",0.01684119552373886
Male,54,High School Degree,Employed,stable and supportive life,"This Male, aged 54, with High School Degree and Employed, savors the comforts of stability.",0.002980403369292617
Male,38,High School Degree,Employed,moderate stability,"A 38-year-old Male, High School Degree achieved and Employed, finds comfort in predictable patterns.",0.002769297920167446
Male,47,High School Degree,Employed,moderate stability,"A 47-year-old Male, High School Degree achieved and Employed, enjoys a life neither chaotic nor overly secure.",0.01488433126360178
Male,51,No High School Degree,Employed,stable and supportive life,"A 51-year-old Male with No High School Degree, Employed, basks in a secure routine.",0.1056748777627945
