Gender,Age,Education,Employment,Sentence,sentiment_score_positivo
Male,52,Degree,Unemployed,"Male, 52, with Degree and Unemployed, moves through days touched by the essence of a balanced, steady, moderately routine world.",0.32
Male,45,No High School Degree,Unemployed,"At 45, this Male with No High School Degree and Unemployed status weaves through a chaotic, fragmented, ever-shifting existence painted with contrasting days.",0.25
Female,52,No High School Degree,Unemployed,"Female, 52, with No High School Degree and Unemployed, moves through days touched by the essence of a tense, fragile, uncertain world.",0.2
Male,41,No High School Degree,Unemployed,"Male, 41, with No High School Degree and Unemployed, moves through days touched by the essence of a secure, rooted, consistently comforting world.",0.72
Female,50,High School Degree,Employed,"50 years of life shape this Female, who is Employed and has High School Degree, surrounded by a tense, fragile, uncertain environment.",0.2
Male,49,High School Degree,Employed,"At 49, this Male holds High School Degree, is Employed, and walks through a life filled with balanced, steady, moderately routine echoes.",0.32
Male,48,No High School Degree,Unemployed,"Male, aged 48, is Unemployed and holds No High School Degree, residing in a setting shaped by chaotic, fragmented, ever-shifting themes.",0.1
Female,49,No High School Degree,Unemployed,"This Female, 49 years old, Unemployed and with No High School Degree, lives within a landscape shaped by chaotic, fragmented, ever-shifting currents.",0.12
Female,36,No High School Degree,Unemployed,"With No High School Degree and an Unemployed status, this Female, 36, finds their rhythm in a life that feels chaotic, fragmented, ever-shifting.",0.2
Male,46,Master,Employed,"A 46-year-old Male, Employed and holding Master, finds moments of meaning in a world marked by chaotic, fragmented, ever-shifting tones.",0.32
Male,50,High School Degree,Unemployed,"50 years of life shape this Male, who is Unemployed and has High School Degree, surrounded by a tense, fragile, uncertain environment.",0.1
Male,51,No High School Degree,Employed,"At 51, this Male holds No High School Degree, is Employed, and walks through a life filled with chaotic, fragmented, ever-shifting echoes.",0.1
Female,42,No High School Degree,Employed,"At 42, this Female holds No High School Degree, is Employed, and walks through a life filled with chaotic, fragmented, ever-shifting echoes.",0.1
Female,58,No High School Degree,Unemployed,"At 58, this Female with No High School Degree and Unemployed status weaves through a chaotic, fragmented, ever-shifting existence painted with contrasting days.",0.32
Male,43,High School Degree,Unemployed,"With High School Degree and an Unemployed status, this Male, 43, finds their rhythm in a life that feels tense, fragile, uncertain.",0.1
Female,56,High School Degree,Employed,"This Female, 56 years old, Employed and with High School Degree, lives within a landscape shaped by chaotic, fragmented, ever-shifting currents.",0.12
Female,52,No High School Degree,Employed,"With No High School Degree and an Employed status, this Female, 52, finds their rhythm in a life that feels tense, fragile, uncertain.",0.1
Female,45,No High School Degree,Employed,"A 45-year-old Female, with No High School Degree and Employed, reflects the patterns of a balanced, steady, moderately routine backdrop.",0.32
Female,62,No High School Degree,Employed,"A 62-year-old Female, Employed and holding No High School Degree, finds moments of meaning in a world marked by balanced, steady, moderately routine tones.",0.32
Male,41,High School Degree,Unemployed,"This Male, 41 years old, Unemployed and with High School Degree, lives within a landscape shaped by chaotic, fragmented, ever-shifting currents.",0.12
Male,56,High School Degree,Unemployed,"A Male aged 56, possessing High School Degree and currently Unemployed, inhabits a reality tinged with secure, rooted, consistently comforting hues.",0.72
Male,57,No High School Degree,Employed,"A 57-year-old Male, Employed and holding No High School Degree, finds moments of meaning in a world marked by balanced, steady, moderately routine tones.",0.32
Male,45,High School Degree,Unemployed,"A 45-year-old Male, Unemployed and holding High School Degree, finds moments of meaning in a world marked by chaotic, fragmented, ever-shifting tones.",0.32
Female,59,No High School Degree,Unemployed,"A 59-year-old Female, Unemployed and holding No High School Degree, finds moments of meaning in a world marked by secure, rooted, consistently comforting tones.",0.62
Female,48,High School Degree,Unemployed,"A 48-year-old Female, with High School Degree and Unemployed, reflects the patterns of a secure, rooted, consistently comforting backdrop.",0.32
Male,52,High School Degree,Employed,"Male, aged 52, is Employed and holds High School Degree, residing in a setting shaped by chaotic, fragmented, ever-shifting themes.",0.1
Male,51,No High School Degree,Unemployed,"This Male, 51 years old, Unemployed and with No High School Degree, lives within a landscape shaped by tense, fragile, uncertain currents.",0.1
Male,49,High School Degree,Employed,"A 49-year-old Male, with High School Degree and Employed, reflects the patterns of a secure, rooted, consistently comforting backdrop.",0.72
Female,55,No High School Degree,Employed,"55 years of life shape this Female, who is Employed and has No High School Degree, surrounded by a balanced, steady, moderately routine environment.",0.45
Male,55,High School Degree,Employed,"55 years of life shape this Male, who is Employed and has High School Degree, surrounded by a chaotic, fragmented, ever-shifting environment.",0.2
Female,37,High School Degree,Employed,"A 37-year-old Female, Employed and holding High School Degree, finds moments of meaning in a world marked by chaotic, fragmented, ever-shifting tones.",0.32
Male,59,Degree,Employed,"At 59, this Male holds Degree, is Employed, and walks through a life filled with tense, fragile, uncertain echoes.",0.1
Male,38,High School Degree,Employed,"At 38, this Male holds High School Degree, is Employed, and walks through a life filled with tense, fragile, uncertain echoes.",0.1
Female,57,No High School Degree,Employed,"A 57-year-old Female, with No High School Degree and Employed, reflects the patterns of a balanced, steady, moderately routine backdrop.",0.32
Female,57,High School Degree,Unemployed,"At 57, this Female holds High School Degree, is Unemployed, and walks through a life filled with tense, fragile, uncertain echoes.",0.1
Male,42,High School Degree,Unemployed,"Male, aged 42, is Unemployed and holds High School Degree, residing in a setting shaped by tense, fragile, uncertain themes.",0.1
Female,47,No High School Degree,Employed,"A 47-year-old Female, with No High School Degree and Employed, reflects the patterns of a balanced, steady, moderately routine backdrop.",0.32
Female,42,No High School Degree,Unemployed,"Female, 42, with No High School Degree and Unemployed, moves through days touched by the essence of a chaotic, fragmented, ever-shifting world.",0.12
Female,48,Degree,Unemployed,"A 48-year-old Female, Unemployed and holding Degree, finds moments of meaning in a world marked by tense, fragile, uncertain tones.",0.32
Male,47,No High School Degree,Unemployed,"A 47-year-old Male, with No High School Degree and Unemployed, reflects the patterns of a balanced, steady, moderately routine backdrop.",0.2
Female,55,High School Degree,Employed,"A 55-year-old Female, with High School Degree and Employed, reflects the patterns of a secure, rooted, consistently comforting backdrop.",0.72
Male,59,No High School Degree,Unemployed,"At 59, this Male holds No High School Degree, is Unemployed, and walks through a life filled with balanced, steady, moderately routine echoes.",0.12
Female,59,Master,Unemployed,"A 59-year-old Female, with Master and Unemployed, reflects the patterns of a balanced, steady, moderately routine backdrop.",0.32
Male,46,No High School Degree,Unemployed,"A 46-year-old Male, with No High School Degree and Unemployed, reflects the patterns of a chaotic, fragmented, ever-shifting backdrop.",0.12
Male,48,No High School Degree,Employed,"A Male aged 48, possessing No High School Degree and currently Employed, inhabits a reality tinged with tense, fragile, uncertain hues.",0.1
Male,38,High School Degree,Unemployed,"At 38, this Male holds High School Degree, is Unemployed, and walks through a life filled with balanced, steady, moderately routine echoes.",0.2
Female,44,High School Degree,Unemployed,"44 years of life shape this Female, who is Unemployed and has High School Degree, surrounded by a chaotic, fragmented, ever-shifting environment.",0.1
Male,56,Degree,Unemployed,"A Male aged 56, possessing Degree and currently Unemployed, inhabits a reality tinged with tense, fragile, uncertain hues.",0.1
Female,61,No High School Degree,Employed,"With No High School Degree and an Employed status, this Female, 61, finds their rhythm in a life that feels tense, fragile, uncertain.",0.1
Female,41,No High School Degree,Employed,"At 41, this Female holds No High School Degree, is Employed, and walks through a life filled with chaotic, fragmented, ever-shifting echoes.",0.1
Male,45,High School Degree,Unemployed,"A 45-year-old Male, Unemployed and holding High School Degree, finds moments of meaning in a world marked by tense, fragile, uncertain tones.",0.32
Female,49,No High School Degree,Unemployed,"With No High School Degree and an Unemployed status, this Female, 49, finds their rhythm in a life that feels chaotic, fragmented, ever-shifting.",0.2
Male,51,Degree,Employed,"A Male aged 51, possessing Degree and currently Employed, inhabits a reality tinged with tense, fragile, uncertain hues.",0.1
Female,44,No High School Degree,Unemployed,"44 years of life shape this Female, who is Unemployed and has No High School Degree, surrounded by a chaotic, fragmented, ever-shifting environment.",0.1
Male,52,High School Degree,Employed,"At 52, this Male with High School Degree and Employed status weaves through a secure, rooted, consistently comforting existence painted with contrasting days.",0.72
Female,46,No High School Degree,Unemployed,"A 46-year-old Female, Unemployed and holding No High School Degree, finds moments of meaning in a world marked by balanced, steady, moderately routine tones.",0.32
Female,49,No High School Degree,Unemployed,"This Female, 49 years old, Unemployed and with No High School Degree, lives within a landscape shaped by balanced, steady, moderately routine currents.",0.25
Female,53,No High School Degree,Unemployed,"A 53-year-old Female, with No High School Degree and Unemployed, reflects the patterns of a secure, rooted, consistently comforting backdrop.",0.25
Female,50,No High School Degree,Unemployed,"This Female, 50 years old, Unemployed and with No High School Degree, lives within a landscape shaped by tense, fragile, uncertain currents.",0.1
Male,46,Degree,Employed,"At 46, this Male holds Degree, is Employed, and walks through a life filled with chaotic, fragmented, ever-shifting echoes.",0.1
Female,49,No High School Degree,Unemployed,"A 49-year-old Female, with No High School Degree and Unemployed, reflects the patterns of a balanced, steady, moderately routine backdrop.",0.2
Female,49,No High School Degree,Employed,"Female, aged 49, is Employed and holds No High School Degree, residing in a setting shaped by balanced, steady, moderately routine themes.",0.32
Female,47,High School Degree,Unemployed,"47 years of life shape this Female, who is Unemployed and has High School Degree, surrounded by a balanced, steady, moderately routine environment.",0.32
Male,48,Master,Unemployed,"Male, aged 48, is Unemployed and holds Master, residing in a setting shaped by tense, fragile, uncertain themes.",0.1
Female,61,High School Degree,Unemployed,"Female, aged 61, is Unemployed and holds High School Degree, residing in a setting shaped by chaotic, fragmented, ever-shifting themes.",0.12
Female,53,No High School Degree,Employed,"With No High School Degree and an Employed status, this Female, 53, finds their rhythm in a life that feels tense, fragile, uncertain.",0.1
Female,47,No High School Degree,Unemployed,"A 47-year-old Female, Unemployed and holding No High School Degree, finds moments of meaning in a world marked by tense, fragile, uncertain tones.",0.32
Male,54,High School Degree,Employed,"A Male aged 54, possessing High School Degree and currently Employed, inhabits a reality tinged with balanced, steady, moderately routine hues.",0.32
Female,47,No High School Degree,Employed,"With No High School Degree and an Employed status, this Female, 47, finds their rhythm in a life that feels balanced, steady, moderately routine.",0.62
Male,58,Master,Unemployed,"A 58-year-old Male, Unemployed and holding Master, finds moments of meaning in a world marked by tense, fragile, uncertain tones.",0.32
Female,52,High School Degree,Employed,"Female, 52, with High School Degree and Employed, moves through days touched by the essence of a secure, rooted, consistently comforting world.",0.92
Male,49,No High School Degree,Unemployed,"Male, 49, with No High School Degree and Unemployed, moves through days touched by the essence of a balanced, steady, moderately routine world.",0.32
Female,53,No High School Degree,Employed,"With No High School Degree and an Employed status, this Female, 53, finds their rhythm in a life that feels chaotic, fragmented, ever-shifting.",0.2
Female,39,No High School Degree,Employed,"Female, 39, with No High School Degree and Employed, moves through days touched by the essence of a chaotic, fragmented, ever-shifting world.",0.2
Male,42,High School Degree,Unemployed,"With High School Degree and an Unemployed status, this Male, 42, finds their rhythm in a life that feels chaotic, fragmented, ever-shifting.",0.2
Female,41,No High School Degree,Unemployed,"41 years of life shape this Female, who is Unemployed and has No High School Degree, surrounded by a chaotic, fragmented, ever-shifting environment.",0.1
Male,51,Degree,Employed,"A 51-year-old Male, Employed and holding Degree, finds moments of meaning in a world marked by chaotic, fragmented, ever-shifting tones.",0.32
Female,62,No High School Degree,Unemployed,"Female, aged 62, is Unemployed and holds No High School Degree, residing in a setting shaped by chaotic, fragmented, ever-shifting themes.",0.1
Female,65,No High School Degree,Unemployed,"At 65, this Female with No High School Degree and Unemployed status weaves through a tense, fragile, uncertain existence painted with contrasting days.",0.25
Female,54,No High School Degree,Unemployed,"Female, aged 54, is Unemployed and holds No High School Degree, residing in a setting shaped by chaotic, fragmented, ever-shifting themes.",0.12
Female,53,No High School Degree,Employed,"At 53, this Female holds No High School Degree, is Employed, and walks through a life filled with secure, rooted, consistently comforting echoes.",0.78
Female,37,No High School Degree,Unemployed,"At 37, this Female with No High School Degree and Unemployed status weaves through a chaotic, fragmented, ever-shifting existence painted with contrasting days.",0.25
Male,46,No High School Degree,Unemployed,"At 46, this Male with No High School Degree and Unemployed status weaves through a balanced, steady, moderately routine existence painted with contrasting days.",0.42
Male,44,Degree,Unemployed,"This Male, 44 years old, Unemployed and with Degree, lives within a landscape shaped by tense, fragile, uncertain currents.",0.1
Female,45,High School Degree,Employed,"This Female, 45 years old, Employed and with High School Degree, lives within a landscape shaped by secure, rooted, consistently comforting currents.",0.72
Female,48,Degree,Unemployed,"At 48, this Female holds Degree, is Unemployed, and walks through a life filled with chaotic, fragmented, ever-shifting echoes.",0.1
Female,46,High School Degree,Unemployed,"Female, 46, with High School Degree and Unemployed, moves through days touched by the essence of a tense, fragile, uncertain world.",0.2
Female,36,No High School Degree,Unemployed,"With No High School Degree and an Unemployed status, this Female, 36, finds their rhythm in a life that feels secure, rooted, consistently comforting.",0.78
Male,55,No High School Degree,Employed,"With No High School Degree and an Employed status, this Male, 55, finds their rhythm in a life that feels secure, rooted, consistently comforting.",0.82
Female,42,No High School Degree,Unemployed,"A 42-year-old Female, with No High School Degree and Unemployed, reflects the patterns of a secure, rooted, consistently comforting backdrop.",0.25
Male,51,Degree,Unemployed,"A Male aged 51, possessing Degree and currently Unemployed, inhabits a reality tinged with tense, fragile, uncertain hues.",0.1
Female,64,No High School Degree,Employed,"A 64-year-old Female, with No High School Degree and Employed, reflects the patterns of a chaotic, fragmented, ever-shifting backdrop.",0.1
Male,43,High School Degree,Employed,"Male, aged 43, is Employed and holds High School Degree, residing in a setting shaped by balanced, steady, moderately routine themes.",0.42
Male,32,High School Degree,Unemployed,"A 32-year-old Male, Unemployed and holding High School Degree, finds moments of meaning in a world marked by secure, rooted, consistently comforting tones.",0.63
Male,47,No High School Degree,Employed,"A 47-year-old Male, with No High School Degree and Employed, reflects the patterns of a balanced, steady, moderately routine backdrop.",0.32
Male,57,Degree,Unemployed,"At 57, this Male with Degree and Unemployed status weaves through a balanced, steady, moderately routine existence painted with contrasting days.",0.62
Female,63,High School Degree,Unemployed,"At 63, this Female with High School Degree and Unemployed status weaves through a tense, fragile, uncertain existence painted with contrasting days.",0.25
Male,41,No High School Degree,Unemployed,"41 years of life shape this Male, who is Unemployed and has No High School Degree, surrounded by a secure, rooted, consistently comforting environment.",0.62
Male,53,No High School Degree,Employed,"This Male, 53 years old, Employed and with No High School Degree, lives within a landscape shaped by chaotic, fragmented, ever-shifting currents.",0.12
Male,46,High School Degree,Employed,"A Male aged 46, possessing High School Degree and currently Employed, inhabits a reality tinged with tense, fragile, uncertain hues.",0.1
Male,49,Master,Unemployed,"At 49, this Male with Master and Unemployed status weaves through a tense, fragile, uncertain existence painted with contrasting days.",0.25
Male,68,Degree,Employed,"At 68, this Male with Degree and Employed status weaves through a balanced, steady, moderately routine existence painted with contrasting days.",0.62
Male,39,No High School Degree,Unemployed,"A 39-year-old Male, Unemployed and holding No High School Degree, finds moments of meaning in a world marked by chaotic, fragmented, ever-shifting tones.",0.32
Female,51,No High School Degree,Employed,"This Female, 51 years old, Employed and with No High School Degree, lives within a landscape shaped by chaotic, fragmented, ever-shifting currents.",0.12
Female,53,High School Degree,Employed,"With High School Degree and an Employed status, this Female, 53, finds their rhythm in a life that feels balanced, steady, moderately routine.",0.68
Female,57,No High School Degree,Employed,"57 years of life shape this Female, who is Employed and has No High School Degree, surrounded by a tense, fragile, uncertain environment.",0.1
Male,50,High School Degree,Unemployed,"This Male, 50 years old, Unemployed and with High School Degree, lives within a landscape shaped by balanced, steady, moderately routine currents.",0.32
Male,52,High School Degree,Unemployed,"This Male, 52 years old, Unemployed and with High School Degree, lives within a landscape shaped by chaotic, fragmented, ever-shifting currents.",0.12
Female,47,Degree,Employed,"A Female aged 47, possessing Degree and currently Employed, inhabits a reality tinged with tense, fragile, uncertain hues.",0.1
Female,51,No High School Degree,Employed,"Female, 51, with No High School Degree and Employed, moves through days touched by the essence of a balanced, steady, moderately routine world.",0.62
Male,47,No High School Degree,Employed,"Male, aged 47, is Employed and holds No High School Degree, residing in a setting shaped by chaotic, fragmented, ever-shifting themes.",0.12
Male,54,High School Degree,Unemployed,"This Male, 54 years old, Unemployed and with High School Degree, lives within a landscape shaped by tense, fragile, uncertain currents.",0.1
Male,47,No High School Degree,Employed,"A Male aged 47, possessing No High School Degree and currently Employed, inhabits a reality tinged with chaotic, fragmented, ever-shifting hues.",0.12
Male,52,No High School Degree,Unemployed,"Male, 52, with No High School Degree and Unemployed, moves through days touched by the essence of a chaotic, fragmented, ever-shifting world.",0.12
Male,49,High School Degree,Unemployed,"This Male, 49 years old, Unemployed and with High School Degree, lives within a landscape shaped by secure, rooted, consistently comforting currents.",0.68
Female,57,High School Degree,Unemployed,"A 57-year-old Female, with High School Degree and Unemployed, reflects the patterns of a tense, fragile, uncertain backdrop.",0.1
Female,49,No High School Degree,Employed,"49 years of life shape this Female, who is Employed and has No High School Degree, surrounded by a secure, rooted, consistently comforting environment.",0.72
Female,37,Degree,Unemployed,"A Female aged 37, possessing Degree and currently Unemployed, inhabits a reality tinged with tense, fragile, uncertain hues.",0.1
Female,58,No High School Degree,Employed,"At 58, this Female holds No High School Degree, is Employed, and walks through a life filled with balanced, steady, moderately routine echoes.",0.32
Female,43,No High School Degree,Employed,"At 43, this Female with No High School Degree and Employed status weaves through a secure, rooted, consistently comforting existence painted with contrasting days.",0.72
Female,45,High School Degree,Unemployed,"This Female, 45 years old, Unemployed and with High School Degree, lives within a landscape shaped by balanced, steady, moderately routine currents.",0.25
Female,45,Degree,Unemployed,"Female, 45, with Degree and Unemployed, moves through days touched by the essence of a tense, fragile, uncertain world.",0.2
Male,59,No High School Degree,Employed,"This Male, 59 years old, Employed and with No High School Degree, lives within a landscape shaped by tense, fragile, uncertain currents.",0.1
Male,35,High School Degree,Employed,"35 years of life shape this Male, who is Employed and has High School Degree, surrounded by a tense, fragile, uncertain environment.",0.1
Male,71,No High School Degree,Unemployed,"This Male, 71 years old, Unemployed and with No High School Degree, lives within a landscape shaped by secure, rooted, consistently comforting currents.",0.62
Female,57,Degree,Employed,"At 57, this Female holds Degree, is Employed, and walks through a life filled with secure, rooted, consistently comforting echoes.",0.88
Female,51,High School Degree,Unemployed,"At 51, this Female with High School Degree and Unemployed status weaves through a secure, rooted, consistently comforting existence painted with contrasting days.",0.72
Male,49,High School Degree,Unemployed,"At 49, this Male holds High School Degree, is Unemployed, and walks through a life filled with chaotic, fragmented, ever-shifting echoes.",0.1
Female,51,High School Degree,Employed,"At 51, this Female with High School Degree and Employed status weaves through a balanced, steady, moderately routine existence painted with contrasting days.",0.62
Male,53,High School Degree,Employed,"With High School Degree and an Employed status, this Male, 53, finds their rhythm in a life that feels secure, rooted, consistently comforting.",0.88
Female,54,No High School Degree,Employed,"A Female aged 54, possessing No High School Degree and currently Employed, inhabits a reality tinged with chaotic, fragmented, ever-shifting hues.",0.15
Male,53,High School Degree,Unemployed,"A Male aged 53, possessing High School Degree and currently Unemployed, inhabits a reality tinged with chaotic, fragmented, ever-shifting hues.",0.12
Male,50,Master,Unemployed,"A 50-year-old Male, Unemployed and holding Master, finds moments of meaning in a world marked by balanced, steady, moderately routine tones.",0.32
Male,48,No High School Degree,Employed,"48 years of life shape this Male, who is Employed and has No High School Degree, surrounded by a balanced, steady, moderately routine environment.",0.42
Male,48,No High School Degree,Unemployed,"At 48, this Male with No High School Degree and Unemployed status weaves through a secure, rooted, consistently comforting existence painted with contrasting days.",0.62
Male,48,No High School Degree,Unemployed,"A Male aged 48, possessing No High School Degree and currently Unemployed, inhabits a reality tinged with chaotic, fragmented, ever-shifting hues.",0.12
Male,57,High School Degree,Employed,"A 57-year-old Male, with High School Degree and Employed, reflects the patterns of a secure, rooted, consistently comforting backdrop.",0.72
Female,54,High School Degree,Unemployed,"A 54-year-old Female, Unemployed and holding High School Degree, finds moments of meaning in a world marked by chaotic, fragmented, ever-shifting tones.",0.32
Female,29,No High School Degree,Employed,"Female, aged 29, is Employed and holds No High School Degree, residing in a setting shaped by chaotic, fragmented, ever-shifting themes.",0.12
Male,54,No High School Degree,Employed,"A 54-year-old Male, Employed and holding No High School Degree, finds moments of meaning in a world marked by chaotic, fragmented, ever-shifting tones.",0.32
Female,51,No High School Degree,Employed,"A Female aged 51, possessing No High School Degree and currently Employed, inhabits a reality tinged with secure, rooted, consistently comforting hues.",0.72
Female,49,High School Degree,Employed,"Female, aged 49, is Employed and holds High School Degree, residing in a setting shaped by balanced, steady, moderately routine themes.",0.55
Male,47,High School Degree,Employed,"At 47, this Male holds High School Degree, is Employed, and walks through a life filled with balanced, steady, moderately routine echoes.",0.32
Male,57,Degree,Employed,"A 57-year-old Male, Employed and holding Degree, finds moments of meaning in a world marked by tense, fragile, uncertain tones.",0.32
Male,56,High School Degree,Unemployed,"A 56-year-old Male, Unemployed and holding High School Degree, finds moments of meaning in a world marked by secure, rooted, consistently comforting tones.",0.62
Male,44,High School Degree,Unemployed,"With High School Degree and an Unemployed status, this Male, 44, finds their rhythm in a life that feels tense, fragile, uncertain.",0.1
Female,52,Master,Unemployed,"52 years of life shape this Female, who is Unemployed and has Master, surrounded by a secure, rooted, consistently comforting environment.",0.63
Male,43,High School Degree,Employed,"At 43, this Male with High School Degree and Employed status weaves through a tense, fragile, uncertain existence painted with contrasting days.",0.25
Female,40,High School Degree,Employed,"At 40, this Female with High School Degree and Employed status weaves through a tense, fragile, uncertain existence painted with contrasting days.",0.25
Female,45,High School Degree,Employed,"At 45, this Female with High School Degree and Employed status weaves through a tense, fragile, uncertain existence painted with contrasting days.",0.25
Male,56,Degree,Unemployed,"At 56, this Male with Degree and Unemployed status weaves through a tense, fragile, uncertain existence painted with contrasting days.",0.25
Female,56,High School Degree,Unemployed,"A 56-year-old Female, Unemployed and holding High School Degree, finds moments of meaning in a world marked by balanced, steady, moderately routine tones.",0.32
Male,53,High School Degree,Employed,"This Male, 53 years old, Employed and with High School Degree, lives within a landscape shaped by balanced, steady, moderately routine currents.",0.32
Female,55,No High School Degree,Employed,"At 55, this Female holds No High School Degree, is Employed, and walks through a life filled with chaotic, fragmented, ever-shifting echoes.",0.1
Male,53,High School Degree,Unemployed,"At 53, this Male holds High School Degree, is Unemployed, and walks through a life filled with secure, rooted, consistently comforting echoes.",0.72
Female,45,High School Degree,Employed,"At 45, this Female with High School Degree and Employed status weaves through a tense, fragile, uncertain existence painted with contrasting days.",0.25
Female,53,No High School Degree,Employed,"At 53, this Female holds No High School Degree, is Employed, and walks through a life filled with balanced, steady, moderately routine echoes.",0.25
Male,55,No High School Degree,Unemployed,"Male, aged 55, is Unemployed and holds No High School Degree, residing in a setting shaped by secure, rooted, consistently comforting themes.",0.32
Female,55,No High School Degree,Unemployed,"Female, aged 55, is Unemployed and holds No High School Degree, residing in a setting shaped by balanced, steady, moderately routine themes.",0.2
Female,58,No High School Degree,Employed,"With No High School Degree and an Employed status, this Female, 58, finds their rhythm in a life that feels chaotic, fragmented, ever-shifting.",0.2
Female,54,No High School Degree,Employed,"Female, aged 54, is Employed and holds No High School Degree, residing in a setting shaped by secure, rooted, consistently comforting themes.",0.68
Female,52,No High School Degree,Unemployed,"With No High School Degree and an Unemployed status, this Female, 52, finds their rhythm in a life that feels balanced, steady, moderately routine.",0.42
Female,57,No High School Degree,Employed,"A 57-year-old Female, with No High School Degree and Employed, reflects the patterns of a tense, fragile, uncertain backdrop.",0.1
Male,49,Master,Employed,"49 years of life shape this Male, who is Employed and has Master, surrounded by a chaotic, fragmented, ever-shifting environment.",0.25
Male,43,No High School Degree,Employed,"At 43, this Male with No High School Degree and Employed status weaves through a secure, rooted, consistently comforting existence painted with contrasting days.",0.72
Female,48,High School Degree,Employed,"At 48, this Female holds High School Degree, is Employed, and walks through a life filled with balanced, steady, moderately routine echoes.",0.32
Male,44,Degree,Employed,"44 years of life shape this Male, who is Employed and has Degree, surrounded by a balanced, steady, moderately routine environment.",0.62
Female,45,No High School Degree,Unemployed,"Female, aged 45, is Unemployed and holds No High School Degree, residing in a setting shaped by secure, rooted, consistently comforting themes.",0.32
Female,48,High School Degree,Employed,"Female, 48, with High School Degree and Employed, moves through days touched by the essence of a secure, rooted, consistently comforting world.",0.92
Male,44,Degree,Employed,"Male, aged 44, is Employed and holds Degree, residing in a setting shaped by chaotic, fragmented, ever-shifting themes.",0.2
Male,47,No High School Degree,Unemployed,"Male, aged 47, is Unemployed and holds No High School Degree, residing in a setting shaped by tense, fragile, uncertain themes.",0.1
Female,36,High School Degree,Unemployed,"A Female aged 36, possessing High School Degree and currently Unemployed, inhabits a reality tinged with chaotic, fragmented, ever-shifting hues.",0.15
Male,51,High School Degree,Unemployed,"51 years of life shape this Male, who is Unemployed and has High School Degree, surrounded by a balanced, steady, moderately routine environment.",0.32
Female,50,No High School Degree,Unemployed,"A 50-year-old Female, with No High School Degree and Unemployed, reflects the patterns of a chaotic, fragmented, ever-shifting backdrop.",0.1
Male,44,High School Degree,Employed,"Male, aged 44, is Employed and holds High School Degree, residing in a setting shaped by balanced, steady, moderately routine themes.",0.55
Female,54,No High School Degree,Unemployed,"With No High School Degree and an Unemployed status, this Female, 54, finds their rhythm in a life that feels secure, rooted, consistently comforting.",0.78
Male,56,No High School Degree,Employed,"This Male, 56 years old, Employed and with No High School Degree, lives within a landscape shaped by secure, rooted, consistently comforting currents.",0.68
Female,38,No High School Degree,Unemployed,"Female, aged 38, is Unemployed and holds No High School Degree, residing in a setting shaped by tense, fragile, uncertain themes.",0.1
Male,44,Degree,Employed,"This Male, 44 years old, Employed and with Degree, lives within a landscape shaped by secure, rooted, consistently comforting currents.",0.78
Female,44,No High School Degree,Unemployed,"A 44-year-old Female, Unemployed and holding No High School Degree, finds moments of meaning in a world marked by chaotic, fragmented, ever-shifting tones.",0.32
Male,43,No High School Degree,Unemployed,"This Male, 43 years old, Unemployed and with No High School Degree, lives within a landscape shaped by secure, rooted, consistently comforting currents.",0.32
Female,55,No High School Degree,Employed,"Female, aged 55, is Employed and holds No High School Degree, residing in a setting shaped by chaotic, fragmented, ever-shifting themes.",0.1
Female,48,High School Degree,Unemployed,"This Female, 48 years old, Unemployed and with High School Degree, lives within a landscape shaped by tense, fragile, uncertain currents.",0.1
Male,48,No High School Degree,Unemployed,"At 48, this Male holds No High School Degree, is Unemployed, and walks through a life filled with secure, rooted, consistently comforting echoes.",0.32
Male,35,No High School Degree,Unemployed,"At 35, this Male holds No High School Degree, is Unemployed, and walks through a life filled with chaotic, fragmented, ever-shifting echoes.",0.0
Male,54,No High School Degree,Employed,"At 54, this Male holds No High School Degree, is Employed, and walks through a life filled with chaotic, fragmented, ever-shifting echoes.",0.1
Female,41,Degree,Unemployed,"With Degree and an Unemployed status, this Female, 41, finds their rhythm in a life that feels balanced, steady, moderately routine.",0.68
Female,50,No High School Degree,Employed,"This Female, 50 years old, Employed and with No High School Degree, lives within a landscape shaped by balanced, steady, moderately routine currents.",0.32
Female,51,Degree,Employed,"A Female aged 51, possessing Degree and currently Employed, inhabits a reality tinged with balanced, steady, moderately routine hues.",0.42
Male,59,No High School Degree,Employed,"With No High School Degree and an Employed status, this Male, 59, finds their rhythm in a life that feels balanced, steady, moderately routine.",0.62
Male,40,No High School Degree,Employed,"A Male aged 40, possessing No High School Degree and currently Employed, inhabits a reality tinged with balanced, steady, moderately routine hues.",0.32
Female,28,No High School Degree,Unemployed,"A 28-year-old Female, with No High School Degree and Unemployed, reflects the patterns of a tense, fragile, uncertain backdrop.",0.1
Male,51,High School Degree,Employed,"With High School Degree and an Employed status, this Male, 51, finds their rhythm in a life that feels tense, fragile, uncertain.",0.1
Female,62,No High School Degree,Unemployed,"At 62, this Female with No High School Degree and Unemployed status weaves through a chaotic, fragmented, ever-shifting existence painted with contrasting days.",0.32
Male,58,No High School Degree,Employed,"Male, 58, with No High School Degree and Employed, moves through days touched by the essence of a secure, rooted, consistently comforting world.",0.82
Female,51,High School Degree,Employed,"A Female aged 51, possessing High School Degree and currently Employed, inhabits a reality tinged with balanced, steady, moderately routine hues.",0.42
